Student_ID,Participating_Course_Grade,FINAL_SAT_total,StudySemester_cumGPA,StudySemester_plusone_cumGPA,StudySemester_plustwo_cumGPA,StudySemester_plusthree_cumGPA,StudySemester_plusfour_cumGPA,StudySemester_plusfive_cumGPA,Q1.1_Writing_Attitudes_Survey,Q1.2_Writing_Attitudes_Survey,Q1.3_Writing_Attitudes_Survey,Q1.4_Writing_Attitudes_Survey,Q1.5_Writing_Attitudes_Survey,Q1.6_Writing_Attitudes_Survey,Q1.7_Writing_Attitudes_Survey,Q1.8_Writing_Attitudes_Survey,Q1.9_Writing_Attitudes_Survey,Q1.10_Writing_Attitudes_Survey,Q1.11_Writing_Attitudes_Survey,Q2.1_Writing_Attitudes_Survey,Q2.2_Writing_Attitudes_Survey,Q2.3_Writing_Attitudes_Survey,Q2.4_Writing_Attitudes_Survey,Q2.5_Writing_Attitudes_Survey,Q2.6_Writing_Attitudes_Survey,Q2.7_Writing_Attitudes_Survey,Q2.8_Writing_Attitudes_Survey,Q2.9_Writing_Attitudes_Survey,Q2.10_Writing_Attitudes_Survey,Q2.11_Writing_Attitudes_Survey,Q2.12_Writing_Attitudes_Survey,Q2.13_Writing_Attitudes_Survey,Q2.14_Writing_Attitudes_Survey,Q2.15_Writing_Attitudes_Survey,Q2.16_Writing_Attitudes_Survey,Q2.17_Writing_Attitudes_Survey,Q2.18_Writing_Attitudes_Survey,Q2.19_Writing_Attitudes_Survey,Q2.20_Writing_Attitudes_Survey,Q2.21_Writing_Attitudes_Survey,Q2.22_Writing_Attitudes_Survey,Q3.1_Writing_Attitudes_Survey,Q3.2_Writing_Attitudes_Survey,Q3.3_Writing_Attitudes_Survey,Q3.4_Writing_Attitudes_Survey,Q3.5_Writing_Attitudes_Survey,Q3.6_Writing_Attitudes_Survey,Q3.7_Writing_Attitudes_Survey,Q3.8_Writing_Attitudes_Survey,Q3.9_Writing_Attitudes_Survey,Q3.10_Writing_Attitudes_Survey,Q3.11_Writing_Attitudes_Survey,Q3.12_Writing_Attitudes_Survey,Q4.1_Writing_Attitudes_Survey,Q4.2_Writing_Attitudes_Survey,Q4.3_Writing_Attitudes_Survey,Q4.4_Writing_Attitudes_Survey,Q4.5_Writing_Attitudes_Survey,Q5.2_recoded_Writing_Attitudes_Survey,rQ4.2_Writing_Attitudes_Survey,rQ4.5_Writing_Attitudes_Survey,Survey_conf,Survey_Blf_Cont,Survey_Blf_Conv,Survey_G_Master,Survey_G_Perform,Survey_G_Avoid,Survey_Affection
WG0008,3,1080,2.896551724,2.853658536,2.694915254,2.911764706, , ,Somewhat describes me,Describes me very well,Describes me very well,4,4,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,Describes me very well,4,60,60,Completely Sure,Completely Sure,60,80,60,80,80,80,80,Completely Sure,Completely Sure,Completely Sure,60,60,Completely Sure,Completely Sure,80,Completely Sure,80,80,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,2,3,1800,22,15,14,21,12,16
WG0009,3,1010,2.625,2.785714286,2.921568627,3.125, , ,Describes me very well,4,2,Describes me very well,2,2,Describes me very well,Describes me very well,2,Describes me very well,Describes me very well,90,80,70,90,80,60,70,90,Completely Sure,Completely Sure,70,50/50 Chance,70,90,70,70,80,70,90,70,80,80,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,2,2,1720,20,19,20,18,6,12
WG0010,4,1040,3.642857143,3.785714286,3.823529412,3.823529412, , ,4,Somewhat describes me,Does not describe me at all,Describes me very well,Somewhat describes me,4,4,2,4,Somewhat describes me,Describes me very well,80,70,90,90,Completely Sure,80,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,60,Completely Sure,90,70,Completely Sure,90,Completely Sure,Completely Sure,90,Completely Sure,70,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,1,2,3,1970,23,18,18,15,9,17
WG0011,3,1040,2.299999999,1.88235294,1.652173912,1.827586207, , ,4,Somewhat describes me,2,Describes me very well,4,4,4,Somewhat describes me,Somewhat describes me,4,Describes me very well,80,80,80,80,80,80,70,80,80,60,70,70,70,70,70,70,70,90,80,90,80,60,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1660,24,17,18,18,9,16
WG0012,4,1310,3.571428571,3.548387097,3.659574468,3.672413793, , ,4,2,2,Somewhat describes me,2,2,Describes me very well,4,2,4,Describes me very well,80,90,90,80,90,90,90,90,80,90,80,80,80,90,80,Completely Sure,80,70,80,60,60,90,Agree,Agree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,1,4,4,1820,24,17,17,14,6,19
WG0013,4,1180,3.6,3.7,3.568181817,3.533333333, , ,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,Describes me very well,4,2,Does not describe me at all,Describes me very well,Describes me very well,Completely Sure,80,90,Completely Sure,60,80,Completely Sure,Completely Sure,70,30,90,30,30,Completely Sure,Completely Sure,30,80,Completely Sure,Completely Sure,Completely Sure,70,70,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,1,2,2,1710,25,14,19,22,9,15
WG0014,3,970,1.5,1.538461538,2,2.177777778, , ,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,4,Describes me very well,2,Describes me very well,Describes me very well,Describes me very well,50/50 Chance,60,60,70,50/50 Chance,50/50 Chance,50/50 Chance,60,80,Completely Sure,90,20,40,80,40,80,40,30,40,50/50 Chance,70,70,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,1,2,3,1280,28,22,20,20,14,11
WG0015,4,1110,3.375,2.8125,2.428571428, , , ,Somewhat describes me,Describes me very well,Does not describe me at all,4,Does not describe me at all,Does not describe me at all,Somewhat describes me,2,Does not describe me at all,4,4,70,60,80,90,70,80,70,80,90,80,70,30,50/50 Chance,80,70,80,50/50 Chance,60,90,80,80,70,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1580,17,17,14,13,3,16
WG0016,4,1010,3.5,3.035714286,3.347826087,3.563636364, , ,Describes me very well,4,Does not describe me at all,Somewhat describes me,2,Somewhat describes me,4,Somewhat describes me,2,4,Describes me very well,Completely Sure,Completely Sure,Completely Sure,90,90,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,90,90,90,90,90,90,90,90,90,90,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,1,4,4,2060,20,10,17,16,6,17
WG0017,3,1010,2.875,3.15625, , , , ,Describes me very well,Describes me very well,Does not describe me at all,4,Somewhat describes me,Somewhat describes me,4,4,Does not describe me at all,Describes me very well,Describes me very well,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,90,90,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,90,90,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,1,4,4,2090,27,20,18,20,5,18
WG0019,4,1010,2.6875,3.068965517,3.113636364, , , ,Describes me very well,Describes me very well,4,Describes me very well,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,2,Describes me very well,Describes me very well,60,60,Completely Sure,Completely Sure,90,90,90,80,80,80,70,70,80,Completely Sure,80,80,80,90,90,90,80,80,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,1,4,5,1820,25,21,18,19,9,19
WG0020,4,1040,3.4,3.225806452,3.11627907,3.366666667, , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,Completely Sure,70,60,Completely Sure,70,50/50 Chance,70,90,60,30,90,70,90,Completely Sure,10,90,50/50 Chance,90,90,90,70,50/50 Chance,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,1,3,4,1590,26,12,20,23,9,18
WG0021,4,1036.86,3.94117647,3.965517241,3.978723404,3.940298507, , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,Describes me very well,Completely Sure,70,Completely Sure,Completely Sure,90,90,60,Completely Sure,Completely Sure,Completely Sure,70,Completely Sure,90,Completely Sure,80,Completely Sure,90,Completely Sure,80,90,50/50 Chance,50/50 Chance,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1910,23,14,20,21,15,16
WG0022,4,1140,3.230769231,2.653846154,2.863636364,2.863636364, , ,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,Describes me very well,Describes me very well,4,Describes me very well,Completely Sure,90,90,90,Completely Sure,90,80,90,Completely Sure,Completely Sure,Completely Sure,80,70,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,80,90,80,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,1,3,4,2020,29,20,20,16,7,20
WG0023,3,1110,3,3.25,3.183673468,3.080645161, , ,4,Describes me very well,2,4,2,2,4,2,2,2,4,90,80,70,70,80,90,80,90,60,80,90,50/50 Chance,70,70,90,60,60,70,80,70,50/50 Chance,50/50 Chance,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,1,4,4,1600,26,19,16,13,6,21
WG0024,4,1180,3.769230769,3.884615385,3.857142856,3.896551724, , ,2,2,Somewhat describes me,Does not describe me at all,Somewhat describes me,2,2,2,Somewhat describes me,Does not describe me at all,2,60,70,80,50/50 Chance,70,80,80,70,70,60,80,60,60,80,70,90,60,Completely Sure,70,90,60,60,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,1,1,4,1570,22,18,7,10,8,12
WG0025,3,1110,2.076923077,2.851851851,3.069767441,3.232142857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WG0026,3,970,2.6,2.909090909, ,2.825, , ,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,80,80,80,80,80,80,80,80,90,80,80,90,80,80,80,90,90,90,90,80,90,80,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,1,5,3,1830,24,24,14,15,8,21
WG0027,3,1036.86,2.5,2.888888889,3.027027026,3.086956522, , ,4,Somewhat describes me,Does not describe me at all,Describes me very well,Does not describe me at all,Somewhat describes me,Describes me very well,Does not describe me at all,Somewhat describes me,Describes me very well,Describes me very well,Completely Sure,80,Completely Sure,Completely Sure,70,70,50/50 Chance,80,60,90,60,50/50 Chance,40,70,40,Completely Sure,90,50/50 Chance,80,60,40,50/50 Chance,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,1,2,1,1530,24,15,19,13,7,10
WG0028,4,1036.86,3.25,3.107142856,3.340425531,3.383333333, , ,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,4,Somewhat describes me,Describes me very well,4,Does not describe me at all,Describes me very well,Describes me very well,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,70,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,1,4,4,2100,29,17,20,21,5,20
WG0029,4,1040,3.25,2.888888889,2.923076923,3.066666667, , ,4,4,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,60,70,Completely Sure,80,80,80,70,80,80,90,80,60,70,80,70,80,90,Completely Sure,Completely Sure,80,80,90,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1770,29,17,19,22,15,25
WG0030,3,970,2.615384615,3.04,3.368421053,3.377358491, , ,Somewhat describes me,Somewhat describes me,Does not describe me at all,4,Somewhat describes me,Does not describe me at all,4,2,Does not describe me at all,4,2,80,80,80,90,80,80,50/50 Chance,70,70,80,80,80,80,80,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,90,90,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,1,5,5,1780,25,13,13,13,3,22
WG0031,4,1240,3.8125,3.677419355,3.586956521,3.540983607, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WG0032,3,1010,3.75,3.4,3.447368421,3.52, , ,4,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,Describes me very well,4,4,Describes me very well,Describes me very well,Describes me very well,80,40,Completely Sure,80,70,60,80,90,80,Completely Sure,90,90,80,70,60,Completely Sure,70,90,50/50 Chance,90,40,30,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,1,2,1,1640,24,16,18,24,13,8
WG0033,4,1080,2.8,3.129032258,2.787234043,2.983870968, , ,4,Describes me very well,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,4,Describes me very well,70,70,80,80,70,70,70,70,60,80,80,30,60,60,70,60,70,50/50 Chance,70,50/50 Chance,60,60,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,4,4,1440,25,12,18,18,9,17
WG0034,4,1240,3.375,2.96875,3.0625,3.111111111, , ,4,Describes me very well,Does not describe me at all,4,Does not describe me at all,2,Somewhat describes me,Does not describe me at all,Does not describe me at all,4,Describes me very well,Completely Sure,Completely Sure,80,90,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,90,80,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,1,3,3,2070,27,21,16,13,4,19
WG0035,3,1010,3,3,2.41860465,2.70212766, , ,4,4,4,4,4,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,4,4,90,80,90,70,80,70,80,90,80,90,90,50/50 Chance,70,70,70,80,70,80,80,80,80,80,Strongly Agree,Strongly Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1720,23,17,16,18,10,15
WG0036,4,1036.86,3.538461538,3.357142856,3.181818182,3.2, , ,4,2,2,4,4,2,Somewhat describes me,4,Does not describe me at all,4,Somewhat describes me,90,90,90,80,Completely Sure,80,90,Completely Sure,80,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,70,80,90,80,80,80,80,70,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,1,4,4,1910,24,18,14,16,5,20
WG0037,4,970,3.833333333,3.911764706,3.68,3.666666667, , ,Describes me very well,Describes me very well,Somewhat describes me,4,Somewhat describes me,2,Describes me very well,Somewhat describes me,Does not describe me at all,4,Describes me very well,80,70,90,70,80,70,60,80,Completely Sure,90,60,Completely Sure,Completely Sure,Completely Sure,70,Completely Sure,Completely Sure,90,80,50/50 Chance,90,70,Neither agree nor disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,1,3,2,1800,24,21,19,17,6,13
WG0038,4,1036.86,2.666666666,2.676470587, , , , ,Describes me very well,Describes me very well,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Describes me very well,60,60,60,80,80,70,80,90,90,80,90,30,60,Completely Sure,80,Completely Sure,70,60,90,90,80,50/50 Chance,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,4,3,1650,27,21,19,19,9,18
WG0039,4,1040,3.538461538,3.192307692,3.368421053,3.283018868, , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,1,5,1,1760,30,30,20,25,15,21
WG0040,4,1040,3.59090909,3.40625, , , , ,2,Somewhat describes me,2,2,2,2,2,2,2,2,2,90,70,70,80,80,70,90,80,80,90,90,80,70,80,80,Completely Sure,80,90,70,90,80,70,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1780,20,17,8,11,6,15
WG0041,4,1080,3.627906976,3.654545455,3.5,3.585365854, , ,4,Describes me very well,Somewhat describes me,Describes me very well,4,Describes me very well,4,Somewhat describes me,Describes me very well,Somewhat describes me,Describes me very well,80,60,80,60,80,Completely Sure,90,Completely Sure,70,80,60,Completely Sure,50/50 Chance,90,50/50 Chance,Completely Sure,50/50 Chance,90,60,60,50/50 Chance,60,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1620,24,21,18,20,13,15
